Abbreviation,FullName,TeamName,TeamColor,GridPosition,Position,Status,Time,Points,HeadshotUrl,Year,Circuit,Session
VET,Sebastian Vettel,Ferrari,DC0000,3.0,1.0,Finished,0 days 01:29:33.283000,25.0,,2018,Australian Grand Prix,R
HAM,Lewis Hamilton,Mercedes,00D2BE,1.0,2.0,Finished,0 days 00:00:05.036000,18.0,,2018,Australian Grand Prix,R
RAI,Kimi Räikkönen,Ferrari,DC0000,2.0,3.0,Finished,0 days 00:00:06.309000,15.0,,2018,Australian Grand Prix,R
RIC,Daniel Ricciardo,Red Bull Racing,1E41FF,8.0,4.0,Finished,0 days 00:00:07.069000,12.0,,2018,Australian Grand Prix,R
ALO,Fernando Alonso,McLaren,FF8700,10.0,5.0,Finished,0 days 00:00:27.886000,10.0,,2018,Australian Grand Prix,R
VER,Max Verstappen,Red Bull Racing,1E41FF,4.0,6.0,Finished,0 days 00:00:28.945000,8.0,,2018,Australian Grand Prix,R
HUL,Nico Hulkenberg,Renault,FFF500,7.0,7.0,Finished,0 days 00:00:32.671000,6.0,,2018,Australian Grand Prix,R
BOT,Valtteri Bottas,Mercedes,00D2BE,15.0,8.0,Finished,0 days 00:00:34.339000,4.0,,2018,Australian Grand Prix,R
VAN,Stoffel Vandoorne,McLaren,FF8700,11.0,9.0,Finished,0 days 00:00:34.921000,2.0,,2018,Australian Grand Prix,R
SAI,Carlos Sainz,Renault,FFF500,9.0,10.0,Finished,0 days 00:00:45.722000,1.0,,2018,Australian Grand Prix,R
PER,Sergio Perez,Force India,F596C8,12.0,11.0,Finished,0 days 00:00:46.817000,0.0,,2018,Australian Grand Prix,R
OCO,Esteban Ocon,Force India,F596C8,14.0,12.0,Finished,0 days 00:01:00.278000,0.0,,2018,Australian Grand Prix,R
LEC,Charles Leclerc,Sauber,9B0000,18.0,13.0,Finished,0 days 00:01:15.759000,0.0,,2018,Australian Grand Prix,R
STR,Lance Stroll,Williams,FFFFFF,13.0,14.0,Finished,0 days 00:01:18.288000,0.0,,2018,Australian Grand Prix,R
HAR,Brendon Hartley,Toro Rosso,469BFF,16.0,15.0,+1 Lap,,0.0,,2018,Australian Grand Prix,R
GRO,Romain Grosjean,Haas F1 Team,828282,6.0,16.0,Wheel,,0.0,,2018,Australian Grand Prix,R
MAG,Kevin Magnussen,Haas F1 Team,828282,5.0,17.0,Wheel,,0.0,,2018,Australian Grand Prix,R
GAS,Pierre Gasly,Toro Rosso,469BFF,20.0,18.0,Engine,,0.0,,2018,Australian Grand Prix,R
ERI,Marcus Ericsson,Sauber,9B0000,17.0,19.0,Steering,,0.0,,2018,Australian Grand Prix,R
SIR,Sergey Sirotkin,Williams,FFFFFF,19.0,20.0,Brakes,,0.0,,2018,Australian Grand Prix,R
