Abbreviation,FullName,TeamName,TeamColor,GridPosition,Position,Status,Time,Points,HeadshotUrl,Year,Circuit,Session
VER,Max Verstappen,Red Bull Racing,1e41ff,2.0,1.0,Finished,0 days 01:44:31.275000,26.0,https://www.formula1.com/content/dam/fom-website/drivers/M/MAXVER01_Max_Verstappen/maxver01.png,2019,German Grand Prix,R
VET,Sebastian Vettel,Ferrari,dc0000,20.0,2.0,Finished,0 days 00:00:07.333000,18.0,https://www.formula1.com/content/dam/fom-website/drivers/S/SEBVET01_Sebastian_Vettel/sebvet01.png,2019,German Grand Prix,R
KVY,Daniil Kvyat,Toro Rosso,469bff,14.0,3.0,Finished,0 days 00:00:08.305000,15.0,https://www.formula1.com/content/dam/fom-website/drivers/D/DANKVY01_Daniil_Kvyat/dankvy01.png,2019,German Grand Prix,R
STR,Lance Stroll,Racing Point,f596c8,15.0,4.0,Finished,0 days 00:00:08.966000,12.0,https://www.formula1.com/content/dam/fom-website/drivers/L/LANSTR01_Lance_Stroll/lanstr01.png,2019,German Grand Prix,R
SAI,Carlos Sainz,McLaren,ff8700,7.0,5.0,Finished,0 days 00:00:09.583000,10.0,https://www.formula1.com/content/dam/fom-website/drivers/C/CARSAI01_Carlos_Sainz/carsai01.png,2019,German Grand Prix,R
ALB,Alexander Albon,Toro Rosso,469bff,16.0,6.0,Finished,0 days 00:00:10.052000,8.0,https://www.formula1.com/content/dam/fom-website/drivers/A/ALEALB01_Alexander_Albon/alealb01.png,2019,German Grand Prix,R
GRO,Romain Grosjean,Haas F1 Team,bd9e57,6.0,7.0,Finished,0 days 00:00:16.838000,6.0,https://www.formula1.com/content/dam/fom-website/drivers/R/ROMGRO01_Romain_Grosjean/romgro01.png,2019,German Grand Prix,R
MAG,Kevin Magnussen,Haas F1 Team,bd9e57,12.0,8.0,Finished,0 days 00:00:18.765000,4.0,https://www.formula1.com/content/dam/fom-website/drivers/K/KEVMAG01_Kevin_Magnussen/kevmag01.png,2019,German Grand Prix,R
HAM,Lewis Hamilton,Mercedes,00d2be,1.0,9.0,Finished,0 days 00:00:19.667000,2.0,https://www.formula1.com/content/dam/fom-website/drivers/L/LEWHAM01_Lewis_Hamilton/lewham01.png,2019,German Grand Prix,R
KUB,Robert Kubica,Williams,ffffff,18.0,10.0,Finished,0 days 00:00:24.987000,1.0,https://www.formula1.com/content/dam/fom-website/drivers/R/ROBKUB01_Robert_Kubica/robkub01.png,2019,German Grand Prix,R
RUS,George Russell,Williams,ffffff,17.0,11.0,Finished,0 days 00:00:26.404000,0.0,https://www.formula1.com/content/dam/fom-website/drivers/G/GEORUS01_George_Russell/georus01.png,2019,German Grand Prix,R
RAI,Kimi Räikkönen,Alfa Romeo Racing,9b0000,5.0,12.0,Finished,0 days 00:00:42.214000,0.0,https://www.formula1.com/content/dam/fom-website/drivers/K/KIMRAI01_Kimi_R%C3%A4ikk%C3%B6nen/kimrai01.png,2019,German Grand Prix,R
GIO,Antonio Giovinazzi,Alfa Romeo Racing,9b0000,11.0,13.0,Finished,0 days 00:00:43.849000,0.0,https://www.formula1.com/content/dam/fom-website/drivers/A/ANTGIO01_Antonio_Giovinazzi/antgio01.png,2019,German Grand Prix,R
GAS,Pierre Gasly,Red Bull Racing,1e41ff,4.0,14.0,Collision,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/P/PIEGAS01_Pierre_Gasly/piegas01.png,2019,German Grand Prix,R
BOT,Valtteri Bottas,Mercedes,00d2be,3.0,15.0,Accident,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/V/VALBOT01_Valtteri_Bottas/valbot01.png,2019,German Grand Prix,R
HUL,Nico Hulkenberg,Renault,fff500,9.0,16.0,Accident,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/N/NICHUL01_Nico_Hulkenberg/nichul01.png,2019,German Grand Prix,R
LEC,Charles Leclerc,Ferrari,dc0000,10.0,17.0,Accident,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/C/CHALEC01_Charles_Leclerc/chalec01.png,2019,German Grand Prix,R
NOR,Lando Norris,McLaren,ff8700,19.0,18.0,Power loss,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/L/LANNOR01_Lando_Norris/lannor01.png,2019,German Grand Prix,R
RIC,Daniel Ricciardo,Renault,fff500,13.0,19.0,Exhaust,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/D/DANRIC01_Daniel_Ricciardo/danric01.png,2019,German Grand Prix,R
PER,Sergio Perez,Racing Point,f596c8,8.0,20.0,Spun off,,0.0,https://www.formula1.com/content/dam/fom-website/drivers/S/SERPER01_Sergio_Perez/serper01.png,2019,German Grand Prix,R
