Abbreviation,FullName,TeamName,TeamColor,GridPosition,Position,Status,Time,Points,HeadshotUrl,Year,Circuit,Session
VET,Sebastian Vettel,Ferrari,DC0000,2.0,1.0,Finished,0 days 01:23:34.476000,25.0,,2018,Belgian Grand Prix,R
HAM,Lewis Hamilton,Mercedes,00D2BE,1.0,2.0,Finished,0 days 00:00:11.061000,18.0,,2018,Belgian Grand Prix,R
VER,Max Verstappen,Red Bull Racing,1E41FF,7.0,3.0,Finished,0 days 00:00:31.372000,15.0,,2018,Belgian Grand Prix,R
BOT,Valtteri Bottas,Mercedes,00D2BE,19.0,4.0,Finished,0 days 00:01:03.605000,12.0,,2018,Belgian Grand Prix,R
PER,Sergio Perez,Racing Point,f596c8,4.0,5.0,Finished,0 days 00:01:11.023000,10.0,,2018,Belgian Grand Prix,R
OCO,Esteban Ocon,Racing Point,f596c8,3.0,6.0,Finished,0 days 00:01:19.520000,8.0,,2018,Belgian Grand Prix,R
GRO,Romain Grosjean,Haas F1 Team,828282,5.0,7.0,Finished,0 days 00:01:25.953000,6.0,,2018,Belgian Grand Prix,R
MAG,Kevin Magnussen,Haas F1 Team,828282,9.0,8.0,Finished,0 days 00:01:27.639000,4.0,,2018,Belgian Grand Prix,R
GAS,Pierre Gasly,Toro Rosso,469BFF,10.0,9.0,Finished,0 days 00:01:45.892000,2.0,,2018,Belgian Grand Prix,R
ERI,Marcus Ericsson,Sauber,9B0000,13.0,10.0,+1 Lap,,1.0,,2018,Belgian Grand Prix,R
SAI,Carlos Sainz,Renault,FFF500,14.0,11.0,+1 Lap,,0.0,,2018,Belgian Grand Prix,R
SIR,Sergey Sirotkin,Williams,FFFFFF,16.0,12.0,+1 Lap,,0.0,,2018,Belgian Grand Prix,R
STR,Lance Stroll,Williams,FFFFFF,17.0,13.0,+1 Lap,,0.0,,2018,Belgian Grand Prix,R
HAR,Brendon Hartley,Toro Rosso,469BFF,11.0,14.0,+1 Lap,,0.0,,2018,Belgian Grand Prix,R
VAN,Stoffel Vandoorne,McLaren,FF8700,18.0,15.0,+1 Lap,,0.0,,2018,Belgian Grand Prix,R
RIC,Daniel Ricciardo,Red Bull Racing,1E41FF,8.0,16.0,Retired,,0.0,,2018,Belgian Grand Prix,R
RAI,Kimi Räikkönen,Ferrari,DC0000,6.0,17.0,Brakes,,0.0,,2018,Belgian Grand Prix,R
LEC,Charles Leclerc,Sauber,9B0000,12.0,18.0,Accident,,0.0,,2018,Belgian Grand Prix,R
ALO,Fernando Alonso,McLaren,FF8700,15.0,19.0,Accident,,0.0,,2018,Belgian Grand Prix,R
HUL,Nico Hulkenberg,Renault,FFF500,20.0,20.0,Accident,,0.0,,2018,Belgian Grand Prix,R
