Abbreviation,FullName,TeamName,TeamColor,GridPosition,Position,Status,Time,Points,HeadshotUrl,Year,Circuit,Session
VET,Sebastian Vettel,Ferrari,DC0000,2.0,1.0,Finished,0 days 01:27:29.784000,25.0,,2018,British Grand Prix,R
HAM,Lewis Hamilton,Mercedes,00D2BE,1.0,2.0,Finished,0 days 00:00:02.264000,18.0,,2018,British Grand Prix,R
RAI,Kimi Räikkönen,Ferrari,DC0000,3.0,3.0,Finished,0 days 00:00:03.652000,15.0,,2018,British Grand Prix,R
BOT,Valtteri Bottas,Mercedes,00D2BE,4.0,4.0,Finished,0 days 00:00:08.883000,12.0,,2018,British Grand Prix,R
RIC,Daniel Ricciardo,Red Bull Racing,1E41FF,6.0,5.0,Finished,0 days 00:00:09.500000,10.0,,2018,British Grand Prix,R
HUL,Nico Hulkenberg,Renault,FFF500,11.0,6.0,Finished,0 days 00:00:28.220000,8.0,,2018,British Grand Prix,R
OCO,Esteban Ocon,Force India,F596C8,10.0,7.0,Finished,0 days 00:00:29.930000,6.0,,2018,British Grand Prix,R
ALO,Fernando Alonso,McLaren,FF8700,13.0,8.0,Finished,0 days 00:00:31.115000,4.0,,2018,British Grand Prix,R
MAG,Kevin Magnussen,Haas F1 Team,828282,7.0,9.0,Finished,0 days 00:00:33.188000,2.0,,2018,British Grand Prix,R
PER,Sergio Perez,Force India,F596C8,12.0,10.0,Finished,0 days 00:00:34.708000,1.0,,2018,British Grand Prix,R
VAN,Stoffel Vandoorne,McLaren,FF8700,17.0,11.0,Finished,0 days 00:00:35.774000,0.0,,2018,British Grand Prix,R
STR,Lance Stroll,Williams,FFFFFF,19.0,12.0,Finished,0 days 00:00:38.106000,0.0,,2018,British Grand Prix,R
GAS,Pierre Gasly,Toro Rosso,469BFF,14.0,13.0,Finished,0 days 00:00:39.129000,0.0,,2018,British Grand Prix,R
SIR,Sergey Sirotkin,Williams,FFFFFF,18.0,14.0,Finished,0 days 00:00:48.113000,0.0,,2018,British Grand Prix,R
VER,Max Verstappen,Red Bull Racing,1E41FF,5.0,15.0,Brakes,,0.0,,2018,British Grand Prix,R
GRO,Romain Grosjean,Haas F1 Team,828282,8.0,16.0,Collision,,0.0,,2018,British Grand Prix,R
SAI,Carlos Sainz,Renault,FFF500,16.0,17.0,Collision,,0.0,,2018,British Grand Prix,R
ERI,Marcus Ericsson,Sauber,9B0000,15.0,18.0,Accident,,0.0,,2018,British Grand Prix,R
LEC,Charles Leclerc,Sauber,9B0000,9.0,19.0,Tyre,,0.0,,2018,British Grand Prix,R
HAR,Brendon Hartley,Toro Rosso,469BFF,0.0,20.0,Power Unit,,0.0,,2018,British Grand Prix,R
