Abbreviation,FullName,TeamName,TeamColor,GridPosition,Position,Status,Time,Points,HeadshotUrl,Year,Circuit,Session
HAM,Lewis Hamilton,Mercedes,00D2BE,1.0,1.0,Finished,0 days 01:27:17.062000,25.0,,2018,Japanese Grand Prix,R
BOT,Valtteri Bottas,Mercedes,00D2BE,2.0,2.0,Finished,0 days 00:00:12.919000,18.0,,2018,Japanese Grand Prix,R
VER,Max Verstappen,Red Bull Racing,1E41FF,3.0,3.0,Finished,0 days 00:00:14.295000,15.0,,2018,Japanese Grand Prix,R
RIC,Daniel Ricciardo,Red Bull Racing,1E41FF,15.0,4.0,Finished,0 days 00:00:19.495000,12.0,,2018,Japanese Grand Prix,R
RAI,Kimi Räikkönen,Ferrari,DC0000,4.0,5.0,Finished,0 days 00:00:50.998000,10.0,,2018,Japanese Grand Prix,R
VET,Sebastian Vettel,Ferrari,DC0000,8.0,6.0,Finished,0 days 00:01:09.873000,8.0,,2018,Japanese Grand Prix,R
PER,Sergio Perez,Racing Point,f596c8,9.0,7.0,Finished,0 days 00:01:19.379000,6.0,,2018,Japanese Grand Prix,R
GRO,Romain Grosjean,Haas F1 Team,828282,5.0,8.0,Finished,0 days 00:01:27.198000,4.0,,2018,Japanese Grand Prix,R
OCO,Esteban Ocon,Racing Point,f596c8,11.0,9.0,Finished,0 days 00:01:28.055000,2.0,,2018,Japanese Grand Prix,R
SAI,Carlos Sainz,Renault,FFF500,13.0,10.0,+1 Lap,,1.0,,2018,Japanese Grand Prix,R
GAS,Pierre Gasly,Toro Rosso,469BFF,7.0,11.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
ERI,Marcus Ericsson,Sauber,9B0000,20.0,12.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
HAR,Brendon Hartley,Toro Rosso,469BFF,6.0,13.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
ALO,Fernando Alonso,McLaren,FF8700,18.0,14.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
VAN,Stoffel Vandoorne,McLaren,FF8700,19.0,15.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
SIR,Sergey Sirotkin,Williams,FFFFFF,17.0,16.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
STR,Lance Stroll,Williams,FFFFFF,14.0,17.0,+1 Lap,,0.0,,2018,Japanese Grand Prix,R
LEC,Charles Leclerc,Sauber,9B0000,10.0,18.0,Mechanical,,0.0,,2018,Japanese Grand Prix,R
HUL,Nico Hulkenberg,Renault,FFF500,16.0,19.0,Engine,,0.0,,2018,Japanese Grand Prix,R
MAG,Kevin Magnussen,Haas F1 Team,828282,12.0,20.0,Collision damage,,0.0,,2018,Japanese Grand Prix,R
